,occurrence_no,locality,county_original,state,cc,notes
1059,1242744,Texas,Baylor/Willbarger,Texas,US,
1060,1264414,England,Staffordshire,England,UK,
1061,1286789,,,,AA,delete
1062,1300960,Texas,Clay,Texas,US,
1063,1301296,New Mexico,Rio Arriba,New Mexico,US,
1064,1301297,New Mexico,Rio Arriba,New Mexico,US,
1065,1304609,Eastern Cape,Graaff-Reinet,Eastern Cape,ZA,
1066,1307367,West Bengal,,West Bengal,IN,
1067,1307512,England,Warwickshire,England,UK,
1068,1311815,Ohio,Jefferson,Ohio,US,
1069,1311853,Ohio,Jefferson,Ohio,US,
1070,1313771,Northern Region,Rumphi,Northern Region,MW,
1071,1314749,Texas,Archer,Texas,US,
1072,1314749,Texas,Archer,Texas,US,
1073,1314750,Texas,Archer,Texas,US,
1074,1314753,Texas,Young,Texas,US,
1075,1314763,Texas,Archer County,Texas,US,
1076,1315229,Texas,Young County,Texas,US,
1077,1315230,Texas,Archer,Texas,US,
1078,1315231,Texas,Archer,Texas,US,
1079,1315232,Texas,Jack Couty,Texas,US,
1080,1315233,New Mexico,Otero County,New Mexico,US,
1081,1315234,Ohio,,Ohio,US,
1082,1315235,Texas,Clay County,Texas,US,
1083,1315301,New Mexico,Bernalillo,New Mexico,US,
1084,1315325,Czechia,,Rakovnik,CZ,
1085,1315463,Thuringia,Gotha District,Thuringia,DE,
1086,1315479,Saxony,Bockelwitz,Saxony,DE,
1087,1315480,Sachsen-Anhalt,,Sachsen-Anhalt,DE,
1088,1315481,Saxony,,Saxony,DE,
1089,1315482,,,,DE,delete
1090,1315483,Czechia,,Boheme,CZ,
1091,1315505,Thuringia,Emsetal,Thuringia,DE,
1092,1316960,Burgundy,,Burgundy,FR,
1093,1317698,Czechia,Pilsen-North,Pilsen,CZ,
1094,1317699,Czechia,Pilsen-North,Pilsen,CZ,
1095,1317917,Texas,Knox,Texas,US,
1096,1317919,Texas,Knox,Texas,US,
1097,1317937,Texas,Foard,Texas,US,
1098,1317981,Texas,Knox,Texas,US,
1099,1317986,Texas,Baylor,Texas,US,
1100,1317987,Texas,Baylor,Texas,US,
1101,1319240,Ohio,Jefferson,Ohio,US,
1102,1328468,Texas,Taylor,Texas,US,
1103,1328469,Texas,Taylor,Texas,US,
1104,1328481,Texas,Taylor,Texas,US,
1105,1328492,Texas,Haskell ,Texas,US,
1106,1328493,Texas,Haskell ,Texas,US,
1107,1330179,New Mexico,Sandoval,New Mexico,US,
1108,1330336,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1109,1330421,Saxony,Bockelwitz,Saxony,DE,
1110,1332794,Kansas,Riley,Kansas,US,
1111,1332972,Nebraska,Richardson,Nebraska,US,
1112,1332987,Nebraska,Richardson,Nebraska,US,
1113,1333239,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,
1114,1333318,Orenburg,Belyaevskii,Orenburg,RU,
1115,1333328,Orenburg,,Orenburg,RU,
1116,1333888,Nebraska,Richardson,Nebraska,US,
1117,1334848,Pennsylvania,Allegheny,Pennsylvania,US,
1118,1334850,Texas,Archer,Texas,US,
1119,1334885,New Mexico,Rio Arriba,New Mexico,US,
1120,1334970,Saxony,Bockelwitz,Saxony,DE,
1121,1334971,Illinois,Grundy/Will,Illinois,US,
1122,1334972,New Mexico,Bernalillo,New Mexico,US,
1123,1334974,Illinois,Grundy/Will,Illinois,US,
1124,1334976,Kansas,Greenwood,Kansas,US,
1125,1335602,Castilla-La Manacha,,Castilla-La Manacha,ES,
1126,1335603,Oklahoma,Comanche,Oklahoma,US,
1127,1335607,New Mexico,Rio Arriba,New Mexico,US,
1128,1335610,New Mexico,Rio Arriba,New Mexico,US,
1129,1335611,New Mexico,Rio Arriba,New Mexico,US,
1130,1335612,New Mexico,Rio Arriba,New Mexico,US,
1131,1335613,New Mexico,Rio Arriba,New Mexico,US,
1132,1335617,New Mexico,Rio Arriba,New Mexico,US,
1133,1335618,Kansas,Anderson,Kansas,US,
1134,1335676,New Mexico,Rio Arriba,New Mexico,US,
1135,1335677,New Mexico,Rio Arriba,New Mexico,US,
1136,1335678,New Mexico,Rio Arriba,New Mexico,US,
1137,1335679,New Mexico,Rio Arriba,New Mexico,US,
1138,1336075,Czechia,,,CZ,
1139,1336733,Czechia,Pilsen-North,Pilsen,CZ,
1140,1336742,Burgundy,,Burgundy,FR,
1141,1336743,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1142,1336803,Texas,Archer,Texas,US,
1143,1336891,Texas,Baylor,Texas,US,
1144,1336900,Oklahoma,Comanche,Oklahoma,US,
1145,1336908,Texas,Archer,Texas,US,
1146,1337191,New Mexico,Rio Arriba,New Mexico,US,
1147,1337193,New Mexico,Rio Arriba,New Mexico,US,
1148,1337201,New Mexico,Rio Arriba,New Mexico,US,
1149,1337202,New Mexico,Rio Arriba,New Mexico,US,
1150,1337203,New Mexico,Rio Arriba,New Mexico,US,
1151,1337209,New Mexico,Rio Arriba,New Mexico,US,
1152,1337210,New Mexico,Rio Arriba,New Mexico,US,
1153,1337211,New Mexico,Rio Arriba,New Mexico,US,
1154,1337212,New Mexico,Rio Arriba,New Mexico,US,
1155,1337246,New Mexico,Bernalillo,New Mexico,US,
1156,1337280,Texas,Archer,Texas,US,
1157,1337284,Texas,Baylor,Texas,US,
1158,1337285,Texas,Archer,Texas,US,
1159,1337320,Czechia,Pilsen-North,Pilsen,CZ,
1160,1337443,New Mexico,Rio Arriba,New Mexico,US,
1161,1337444,Texas,Clay,Texas,US,
1162,1337465,Texas,Baylor,Texas,US,
1163,1337466,New Mexico,Sandoval,New Mexico,US,
1164,1337581,Ohio,Jefferson,Ohio,US,
1165,1337584,Ohio,Jefferson,Ohio,US,
1166,1337586,Illinois,Grundy/Will,Illinois,US,
1167,1337587,Texas,Baylor,Texas,US,
1168,1337590,Texas,Baylor/Willbarger,Texas,US,
1169,1337697,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1170,1337750,Rhineland-Palatinate,Donnersbergkreis district,Rhineland-Palatinate,DE,
1171,1337842,Illinois,Grundy/Will,Illinois,US,
1172,1337843,Illinois,Grundy/Will,Illinois,US,
1173,1338005,Komi,Knyazhpogostskii,Komi,RU,
1174,1338117,Texas,Baylor,Texas,US,
1175,1338135,Oklahoma,Seminole,Oklahoma,US,
1176,1338152,Nebraska,Nemaha,Nebraska,US,
1177,1338164,Allier,,Allier,FR,
1178,1338165,Czechia,Pilsen-North,Pilsen,CZ,
1179,1338177,Ohio,Jefferson,Ohio,US,
1180,1338178,Ohio,Jefferson,Ohio,US,
1181,1338179,Ohio,Jefferson,Ohio,US,
1182,1338180,Texas,Archer,Texas,US,
1183,1338181,Texas,Archer,Texas,US,
1184,1338182,Kansas,Brown,Kansas,US,
1185,1338183,Ohio,Jefferson,Ohio,US,
1186,1338184,Ohio,Jefferson,Ohio,US,
1187,1338186,Bashkortostan,Belebei,Bashkortostan,RU,
1188,1338187,Ohio,Jefferson,Ohio,US,
1189,1338188,Czechia,Plze-North District,Pilsen,CZ,
1190,1338190,Czechia,Pilsen-North,Pilsen,CZ,
1191,1338212,Komi,,Komi,RU,
1192,1338213,Komi,Inta,Komi,RU,
1193,1338223,,,,PL,delete
1194,1338234,Czechia,,Rakovnik,CZ,
1195,1338240,Saone et Laoire,,Saone et Laoire,FR,
1196,1338314,Saone et Laoire,,Saone et Laoire,FR,
1197,1338315,Saone et Laoire,,Saone et Laoire,FR,
1198,1338316,Saone et Laoire,,Saone et Laoire,FR,
1199,1338317,Thuringia,Suhl,Thuringia,DE,
1200,1338318,Texas,Archer,Texas,US,
1201,1338507,Thuringia,Emsetal,Thuringia,DE,
1202,1338510,Thuringia,,Thuringia,DE,
1203,1338514,Thuringia,,Thuringia,DE,
1204,1338517,Czechia,,Boheme,CZ,
1205,1338519,Thuringia,Emsetal,Thuringia,DE,
1206,1338520,Thuringia,,Thuringia,DE,
1207,1338551,Thuringia,,Thuringia,DE,
1208,1338552,Thuringia,,Thuringia,DE,
1209,1338553,Thuringia,,Thuringia,DE,
1210,1338554,Thuringia,,Thuringia,DE,
1211,1338555,Czechia,,Boheme,CZ,
1212,1338556,Czechia,,,CZ,
1213,1338557,Saxony,,Saxony,DE,
1214,1338558,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1215,1338559,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,
1216,1338565,Czechia,Semily District,Liberec,CZ,
1217,1338566,Thuringia,,Thuringia,DE,
1218,1338566,Thuringia,,Thuringia,DE,
1219,1338566,Thuringia,,Thuringia,DE,
1220,1338570,Allier,Allier,Allier,FR,
1221,1338612,Czechia,,,CZ,
1222,1338613,Thuringia,,Thuringia,DE,
1223,1338614,Saone et Laoire,,Saone et Laoire,FR,
1224,1338615,Thuringia,Emsetal,Thuringia,DE,
1225,1338616,Saxony,Bockelwitz,Saxony,DE,
1226,1338617,Thuringia,,Thuringia,DE,
1227,1338618,Thuringia,,Thuringia,DE,
1228,1338619,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1229,1338620,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,
1230,1338621,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,
1231,1338622,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1232,1338623,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1233,1338624,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1234,1338625,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,
1235,1338626,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1236,1338627,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,
1237,1338628,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1238,1338629,Saone et Laoire,,Saone et Laoire,FR,
1239,1338630,Burgundy,Saone-et-Loire,Burgundy,FR,
1240,1338631,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1241,1338632,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1242,1338633,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1243,1338634,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1244,1338636,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,
1245,1338643,Maranhao,Timon,Maranhao,BR,
1246,1338644,Piaui,Nazaria,Piaui,BR,
1247,1338645,Piaui,Nazaria,Piaui,BR,
1248,1338759,Rhineland-Palatinate,Donnersbergkreis,Rhineland-Palatinate,DE,
1249,1338761,Rhineland-Palatinate,Donnersbergkreis ,Rhineland-Palatinate,DE,
1250,1338762,Kashmir,,Kashmir,IN,
1251,1338763,,,,IN,delete
1252,1338764,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1253,1338765,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1254,1338766,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1255,1338767,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1256,1338768,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1257,1338769,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1258,1338770,Rhineland-Palatinate,Kaiserslautern,Rhineland-Palatinate,DE,
1259,1338771,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1260,1338793,Czechia,,,CZ,
1261,1338794,Thuringia,Gotha,Thuringia,DE,
1262,1338795,Thuringia,,Thuringia,DE,
1263,1338796,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1264,1338809,Thuringia,Suhl,Thuringia,DE,
1265,1338861,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1266,1338862,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1267,1338863,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1268,1338871,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,
1269,1338872,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1270,1338873,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1271,1338874,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1272,1338875,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1273,1338876,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1274,1338878,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1275,1338879,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1276,1338880,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1277,1338881,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1278,1338882,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1279,1338883,Saarland,,Saarland,DE,
1280,1338885,Saarland,,Saarland,DE,
1281,1338886,Czechia,,Boheme,CZ,
1282,1338887,Czechia,,,CZ,
1283,1338890,Saarland,Saarlouis,Saarland,DE,
1284,1338891,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1285,1338892,Rhineland-Palatinate,Kusel,Rhineland-Palatinate,DE,
1286,1338896,Jammu and Kashmir,,Jammu and Kashmir,IN,
1287,1338897,Kashmir,,Kashmir,IN,
1288,1338898,Kashmir,,Kashmir,IN,
1289,1338900,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,
1290,1338901,Saarland,,Saarland,DE,
1291,1338902,Rhineland-Palatinate,Kusel district,Rhineland-Palatinate,DE,
1292,1338909,Rhineland-Palatinate,Bad Kreuznach,Rhineland-Palatinate,DE,
1293,1338910,Saarland,,Saarland,DE,
1294,1338912,Rhineland-Palatinate,,Rhineland-Palatinate,DE,
1295,1339746,New Mexico,Rio Arriba,New Mexico,US,
1296,1339749,Pennsylvania,Allegheny,Pennsylvania,US,
1297,1339752,New Mexico,Rio Arriba,New Mexico,US,
1298,1339753,New Mexico,Rio Arriba,New Mexico,US,
1299,1339757,New Mexico,Rio Arriba,New Mexico,US,
1300,1339758,New Mexico,Rio Arriba,New Mexico,US,
1301,1339765,New Mexico,Rio Arriba,New Mexico,US,
1302,1339766,Texas,,Texas,US,
1303,1339767,Texas,Baylor/Willbarger,Texas,US,
1304,1339768,West Virginia,Ohio,West Virginia,US,
1305,1339769,West Virginia,Ohio,West Virginia,US,
1306,1339841,Pennsylvania,Allegheny,Pennsylvania,US,
1307,1339842,Pennsylvania,Allegheny,Pennsylvania,US,
1308,1339893,New Mexico,Rio Arriba,New Mexico,US,
1309,1339901,West Virginia,Ohio,West Virginia,US,
1310,1339930,New Mexico,Sandoval,New Mexico,US,
1311,1339931,New Mexico,Sandoval,New Mexico,US,
1312,1339932,New Mexico,Sandoval,New Mexico,US,
1313,1339933,New Mexico,Sandoval,New Mexico,US,
1314,1339934,New Mexico,Sandoval,New Mexico,US,
1315,1339947,New Mexico,Rio Arriba,New Mexico,US,
1316,1339948,New Mexico,Rio Arriba,New Mexico,US,
1317,1339949,New Mexico,Rio Arriba,New Mexico,US,
1318,1339957,Texas,Archer,Texas,US,
1319,1339958,Texas,Archer,Texas,US,
1320,1339959,Texas,Archer,Texas,US,
1321,1339963,Texas,Archer,Texas,US,
1322,1339969,Kansas,Wabaunsee,Kansas,US,
1323,1340014,New Mexico,Cibola,New Mexico,US,
1324,1340027,Oklahoma,Grant,Oklahoma,US,
1325,1340028,Oklahoma,Grant,Oklahoma,US,
1326,1340038,Oklahoma,Jefferson,Oklahoma,US,
1327,1340039,Oklahoma,Jefferson,Oklahoma,US,
1328,1340050,Texas,Knox,Texas,US,
1329,1340518,New Mexico,Rio Arriba,New Mexico,US,
1330,1340530,New Mexico,Socorro,New Mexico,US,
1331,1340531,New Mexico,Socorro,New Mexico,US,
1332,1340535,New Mexico,Socorro,New Mexico,US,
1333,1340538,New Mexico,San Miguel,New Mexico,US,
1334,1340539,New Mexico,San Miguel,New Mexico,US,
1335,1340546,New Mexico,Otero,New Mexico,US,
1336,1340547,New Mexico,Otero,New Mexico,US,
1337,1340553,New Mexico,Sierra,New Mexico,US,
1338,1340557,New Mexico,Socorro,New Mexico,US,
1339,1340559,New Mexico,Socorro,New Mexico,US,
1340,1340562,Ohio,Monroe,Ohio,US,
1341,1340563,Texas,,Texas,US,
1342,1340709,Thuringia,Gotha District,Thuringia,DE,
1343,1340709,Thuringia,Gotha District,Thuringia,DE,
1344,1340709,Thuringia,Gotha District,Thuringia,DE,
1345,1340709,Thuringia,Gotha District,Thuringia,DE,
1346,1340709,Thuringia,Gotha District,Thuringia,DE,
1347,1340709,Thuringia,Gotha District,Thuringia,DE,
1348,1340709,Thuringia,Gotha District,Thuringia,DE,
1349,1340709,Thuringia,Gotha District,Thuringia,DE,
1350,1340709,Thuringia,Gotha District,Thuringia,DE,
1351,1340709,Thuringia,Gotha District,Thuringia,DE,
1352,1340709,Thuringia,Gotha District,Thuringia,DE,
1353,1340709,Thuringia,Gotha District,Thuringia,DE,
1354,1340709,Thuringia,Gotha District,Thuringia,DE,
1355,1340709,Thuringia,Gotha District,Thuringia,DE,
1356,1340709,Thuringia,Gotha District,Thuringia,DE,
1357,1340709,Thuringia,Gotha District,Thuringia,DE,
1358,1340709,Thuringia,Gotha District,Thuringia,DE,
1359,1340709,Thuringia,Gotha District,Thuringia,DE,
1360,1340709,Thuringia,Gotha District,Thuringia,DE,
1361,1340709,Thuringia,Gotha District,Thuringia,DE,
1362,1340709,Thuringia,Gotha District,Thuringia,DE,
1363,1340709,Thuringia,Gotha District,Thuringia,DE,
1364,1340709,Thuringia,Gotha District,Thuringia,DE,
1365,1340709,Thuringia,Gotha District,Thuringia,DE,
1366,1340709,Thuringia,Gotha District,Thuringia,DE,
1367,1340709,Thuringia,Gotha District,Thuringia,DE,
1368,1340709,Thuringia,Gotha District,Thuringia,DE,
1369,1340709,Thuringia,Gotha District,Thuringia,DE,
1370,1340709,Thuringia,Gotha District,Thuringia,DE,
1371,1340709,Thuringia,Gotha District,Thuringia,DE,
1372,1340709,Thuringia,Gotha District,Thuringia,DE,
1373,1340709,Thuringia,Gotha District,Thuringia,DE,
1374,1340709,Thuringia,Gotha District,Thuringia,DE,
1375,1340709,Thuringia,Gotha District,Thuringia,DE,
1376,1340709,Thuringia,Gotha District,Thuringia,DE,
1377,1340709,Thuringia,Gotha District,Thuringia,DE,
1378,1340709,Thuringia,Gotha District,Thuringia,DE,
1379,1340709,Thuringia,Gotha District,Thuringia,DE,
1380,1340709,Thuringia,Gotha District,Thuringia,DE,
1381,1340709,Thuringia,Gotha District,Thuringia,DE,
1382,1340709,Thuringia,Gotha District,Thuringia,DE,
1383,1340709,Thuringia,Gotha District,Thuringia,DE,
1384,1340709,Thuringia,Gotha District,Thuringia,DE,
1385,1340709,Thuringia,Gotha District,Thuringia,DE,
1386,1340709,Thuringia,Gotha District,Thuringia,DE,
1387,1340709,Thuringia,Gotha District,Thuringia,DE,
1388,1340709,Thuringia,Gotha District,Thuringia,DE,
1389,1340709,Thuringia,Gotha District,Thuringia,DE,
1390,1340709,Thuringia,Gotha District,Thuringia,DE,
1391,1340709,Thuringia,Gotha District,Thuringia,DE,
1392,1340709,Thuringia,Gotha District,Thuringia,DE,
1393,1340709,Thuringia,Gotha District,Thuringia,DE,
1394,1340709,Thuringia,Gotha District,Thuringia,DE,
1395,1340709,Thuringia,Gotha District,Thuringia,DE,
1396,1340709,Thuringia,Gotha District,Thuringia,DE,
1397,1340709,Thuringia,Gotha District,Thuringia,DE,
1398,1340709,Thuringia,Gotha District,Thuringia,DE,
1399,1340709,Thuringia,Gotha District,Thuringia,DE,
1400,1340709,Thuringia,Gotha District,Thuringia,DE,
1401,1340709,Thuringia,Gotha District,Thuringia,DE,
1402,1340709,Thuringia,Gotha District,Thuringia,DE,
1403,1340709,Thuringia,Gotha District,Thuringia,DE,
1404,1340709,Thuringia,Gotha District,Thuringia,DE,
1405,1340709,Thuringia,Gotha District,Thuringia,DE,
1406,1340709,Thuringia,Gotha District,Thuringia,DE,
1407,1340709,Thuringia,Gotha District,Thuringia,DE,
1408,1340709,Thuringia,Gotha District,Thuringia,DE,
1409,1340709,Thuringia,Gotha District,Thuringia,DE,
1410,1340709,Thuringia,Gotha District,Thuringia,DE,
1411,1340709,Thuringia,Gotha District,Thuringia,DE,
1412,1340709,Thuringia,Gotha District,Thuringia,DE,
1413,1340709,Thuringia,Gotha District,Thuringia,DE,
1414,1340709,Thuringia,Gotha District,Thuringia,DE,
1415,1340709,Thuringia,Gotha District,Thuringia,DE,
1416,1340709,Thuringia,Gotha District,Thuringia,DE,
1417,1340709,Thuringia,Gotha District,Thuringia,DE,
1418,1340709,Thuringia,Gotha District,Thuringia,DE,
1419,1340709,Thuringia,Gotha District,Thuringia,DE,
1420,1340709,Thuringia,Gotha District,Thuringia,DE,
1421,1340709,Thuringia,Gotha District,Thuringia,DE,
1422,1340709,Thuringia,Gotha District,Thuringia,DE,
1423,1340709,Thuringia,Gotha District,Thuringia,DE,
1424,1340709,Thuringia,Gotha District,Thuringia,DE,
1425,1340709,Thuringia,Gotha District,Thuringia,DE,
1426,1340709,Thuringia,Gotha District,Thuringia,DE,
1427,1340709,Thuringia,Gotha District,Thuringia,DE,
1428,1340709,Thuringia,Gotha District,Thuringia,DE,
1429,1340709,Thuringia,Gotha District,Thuringia,DE,
1430,1340709,Thuringia,Gotha District,Thuringia,DE,
1431,1340709,Thuringia,Gotha District,Thuringia,DE,
1432,1340709,Thuringia,Gotha District,Thuringia,DE,
1433,1340709,Thuringia,Gotha District,Thuringia,DE,
1434,1340709,Thuringia,Gotha District,Thuringia,DE,
1435,1340709,Thuringia,Gotha District,Thuringia,DE,
1436,1340709,Thuringia,Gotha District,Thuringia,DE,
1437,1340709,Thuringia,Gotha District,Thuringia,DE,
1438,1340709,Thuringia,Gotha District,Thuringia,DE,
1439,1340709,Thuringia,Gotha District,Thuringia,DE,
1440,1340709,Thuringia,Gotha District,Thuringia,DE,
1441,1340709,Thuringia,Gotha District,Thuringia,DE,
1442,1340709,Thuringia,Gotha District,Thuringia,DE,
1443,1340709,Thuringia,Gotha District,Thuringia,DE,
1444,1340709,Thuringia,Gotha District,Thuringia,DE,
1445,1340709,Thuringia,Gotha District,Thuringia,DE,
1446,1340709,Thuringia,Gotha District,Thuringia,DE,
1447,1340709,Thuringia,Gotha District,Thuringia,DE,
1448,1340709,Thuringia,Gotha District,Thuringia,DE,
1449,1340709,Thuringia,Gotha District,Thuringia,DE,
1450,1340709,Thuringia,Gotha District,Thuringia,DE,
1451,1340709,Thuringia,Gotha District,Thuringia,DE,
1452,1340709,Thuringia,Gotha District,Thuringia,DE,
1453,1340709,Thuringia,Gotha District,Thuringia,DE,
1454,1340709,Thuringia,Gotha District,Thuringia,DE,
1455,1340709,Thuringia,Gotha District,Thuringia,DE,
1456,1340709,Thuringia,Gotha District,Thuringia,DE,
1457,1340709,Thuringia,Gotha District,Thuringia,DE,
1458,1340709,Thuringia,Gotha District,Thuringia,DE,
1459,1340709,Thuringia,Gotha District,Thuringia,DE,
1460,1340709,Thuringia,Gotha District,Thuringia,DE,
1461,1340709,Thuringia,Gotha District,Thuringia,DE,
1462,1340709,Thuringia,Gotha District,Thuringia,DE,
1463,1340709,Thuringia,Gotha District,Thuringia,DE,
1464,1340709,Thuringia,Gotha District,Thuringia,DE,
1465,1340709,Thuringia,Gotha District,Thuringia,DE,
1466,1340709,Thuringia,Gotha District,Thuringia,DE,
1467,1340709,Thuringia,Gotha District,Thuringia,DE,
1468,1340709,Thuringia,Gotha District,Thuringia,DE,
1469,1340709,Thuringia,Gotha District,Thuringia,DE,
1470,1340709,Thuringia,Gotha District,Thuringia,DE,
1471,1340709,Thuringia,Gotha District,Thuringia,DE,
1472,1340709,Thuringia,Gotha District,Thuringia,DE,
1473,1340709,Thuringia,Gotha District,Thuringia,DE,
1474,1340709,Thuringia,Gotha District,Thuringia,DE,
1475,1340709,Thuringia,Gotha District,Thuringia,DE,
1476,1340709,Thuringia,Gotha District,Thuringia,DE,
1477,1340709,Thuringia,Gotha District,Thuringia,DE,
1478,1340709,Thuringia,Gotha District,Thuringia,DE,
1479,1340709,Thuringia,Gotha District,Thuringia,DE,
1480,1340709,Thuringia,Gotha District,Thuringia,DE,
1481,1340709,Thuringia,Gotha District,Thuringia,DE,
1482,1340709,Thuringia,Gotha District,Thuringia,DE,
1483,1340709,Thuringia,Gotha District,Thuringia,DE,
1484,1340709,Thuringia,Gotha District,Thuringia,DE,
1485,1340709,Thuringia,Gotha District,Thuringia,DE,
1486,1340709,Thuringia,Gotha District,Thuringia,DE,
1487,1340709,Thuringia,Gotha District,Thuringia,DE,
1488,1340709,Thuringia,Gotha District,Thuringia,DE,
1489,1340709,Thuringia,Gotha District,Thuringia,DE,
1490,1340709,Thuringia,Gotha District,Thuringia,DE,
1491,1340709,Thuringia,Gotha District,Thuringia,DE,
1492,1340709,Thuringia,Gotha District,Thuringia,DE,
1493,1340709,Thuringia,Gotha District,Thuringia,DE,
1494,1340709,Thuringia,Gotha District,Thuringia,DE,
1495,1340709,Thuringia,Gotha District,Thuringia,DE,
1496,1340709,Thuringia,Gotha District,Thuringia,DE,
1497,1340709,Thuringia,Gotha District,Thuringia,DE,
1498,1340709,Thuringia,Gotha District,Thuringia,DE,
1499,1340709,Thuringia,Gotha District,Thuringia,DE,
1500,1340709,Thuringia,Gotha District,Thuringia,DE,
1501,1340709,Thuringia,Gotha District,Thuringia,DE,
1502,1340709,Thuringia,Gotha District,Thuringia,DE,
1503,1340709,Thuringia,Gotha District,Thuringia,DE,
1504,1340709,Thuringia,Gotha District,Thuringia,DE,
1505,1340709,Thuringia,Gotha District,Thuringia,DE,
1506,1340709,Thuringia,Gotha District,Thuringia,DE,
1507,1340709,Thuringia,Gotha District,Thuringia,DE,
1508,1340709,Thuringia,Gotha District,Thuringia,DE,
1509,1340709,Thuringia,Gotha District,Thuringia,DE,
1510,1340709,Thuringia,Gotha District,Thuringia,DE,
1511,1340709,Thuringia,Gotha District,Thuringia,DE,
1512,1340709,Thuringia,Gotha District,Thuringia,DE,
1513,1340709,Thuringia,Gotha District,Thuringia,DE,
1514,1340709,Thuringia,Gotha District,Thuringia,DE,
1515,1340709,Thuringia,Gotha District,Thuringia,DE,
1516,1340709,Thuringia,Gotha District,Thuringia,DE,
1517,1340709,Thuringia,Gotha District,Thuringia,DE,
1518,1340709,Thuringia,Gotha District,Thuringia,DE,
1519,1340709,Thuringia,Gotha District,Thuringia,DE,
1520,1340709,Thuringia,Gotha District,Thuringia,DE,
1521,1340709,Thuringia,Gotha District,Thuringia,DE,
1522,1340709,Thuringia,Gotha District,Thuringia,DE,
1523,1340709,Thuringia,Gotha District,Thuringia,DE,
1524,1340709,Thuringia,Gotha District,Thuringia,DE,
1525,1340709,Thuringia,Gotha District,Thuringia,DE,
1526,1340709,Thuringia,Gotha District,Thuringia,DE,
1527,1340709,Thuringia,Gotha District,Thuringia,DE,
1528,1340709,Thuringia,Gotha District,Thuringia,DE,
1529,1340709,Thuringia,Gotha District,Thuringia,DE,
1530,1340709,Thuringia,Gotha District,Thuringia,DE,
1531,1340709,Thuringia,Gotha District,Thuringia,DE,
1532,1340709,Thuringia,Gotha District,Thuringia,DE,
1533,1340709,Thuringia,Gotha District,Thuringia,DE,
1534,1340709,Thuringia,Gotha District,Thuringia,DE,
1535,1340709,Thuringia,Gotha District,Thuringia,DE,
1536,1340709,Thuringia,Gotha District,Thuringia,DE,
1537,1340709,Thuringia,Gotha District,Thuringia,DE,
1538,1340709,Thuringia,Gotha District,Thuringia,DE,
1539,1340709,Thuringia,Gotha District,Thuringia,DE,
